MSZoning,LotArea,Street,Neighborhood,YearBuilt,OverallCond,ExterQual,GrLivArea,FullBath,GarageArea,BsmtCond,FireplaceQu,Electrical,LotFrontage,KitchenQual,PavedDrive,SalePrice,MSZoning_mean,Neighborhood_mean,OverallCond_mean,BsmtCond_mean,FireplaceQu_mean,Electrical_mean,ExterQual_Gd_dummy0,ExterQual_TA_dummy1,ExterQual_Ex_dummy2,ExterQual_Fa_dummy3,FullBath_2_dummy0,FullBath_1_dummy1,FullBath_3_dummy2,FullBath_0_dummy3,KitchenQual_Gd_dummy0,KitchenQual_TA_dummy1,KitchenQual_Ex_dummy2,KitchenQual_Fa_dummy3,PavedDrive_Y_dummy0,PavedDrive_N_dummy1,PavedDrive_P_dummy2,LotFrontage_imp
RM,4224,Pave,MeadowV,1976,5,TA,1142,1,528,TA,Po,SBrkr,44.0,TA,Y,134000,126316.83027522935,98576.4705882353,203146.91473812424,183632.6209000763,129764.15,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,44.0
RL,6930,Pave,ClearCr,1958,4,TA,1352,1,288,TA,NA,FuseF,92.0,Gd,Y,130000,191004.99478714162,212565.42857142858,120438.43859649122,183632.6209000763,141331.48260869566,107675.44444444444,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,92.0
RL,12011,Pave,NoRidge,1998,5,Gd,1924,2,592,TA,TA,SBrkr,78.0,Gd,Y,280000,191004.99478714162,335295.31707317074,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,78.0
RL,7540,Pave,Mitchel,1978,6,TA,912,1,470,TA,TA,SBrkr,,TA,Y,156000,191004.99478714162,156270.1224489796,153961.59126984127,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,60.5
RL,9144,Pave,BrkSide,1940,5,TA,1505,1,240,TA,NA,SBrkr,,TA,N,145000,191004.99478714162,124834.05172413793,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,60.5
RL,7301,Pave,Edwards,2003,5,Gd,1922,3,672,NA,Ex,SBrkr,64.0,Gd,Y,198500,191004.99478714162,128219.7,203146.91473812424,105652.8918918919,337712.5,186825.1131934033,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,64.0
RM,1680,Pave,BrDale,1972,8,TA,987,1,264,TA,NA,SBrkr,21.0,Gd,Y,118000,126316.83027522935,104493.75,155651.73611111112,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,21.0
RL,18800,Pave,NWAmes,1976,5,TA,1574,2,566,TA,TA,SBrkr,,TA,Y,190000,191004.99478714162,189050.0684931507,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,60.5
RM,10690,Pave,IDOTRR,1920,7,TA,1344,1,468,Fa,NA,FuseA,59.0,TA,Y,147000,126316.83027522935,100123.78378378379,158145.48780487804,121809.53333333334,141331.48260869566,122196.89361702128,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,59.0
RL,9500,Pave,NAmes,1963,5,TA,1394,1,514,TA,Gd,SBrkr,,TA,Y,159000,191004.99478714162,145847.08,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,60.5
RL,9150,Pave,NAmes,1962,5,TA,1431,1,296,TA,Gd,SBrkr,101.0,TA,Y,165000,191004.99478714162,145847.08,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,101.0
RL,7800,Pave,NAmes,1954,6,TA,1268,1,244,TA,Gd,SBrkr,78.0,TA,Y,132000,191004.99478714162,145847.08,153961.59126984127,183632.6209000763,226351.41578947369,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,78.0
RL,9830,Pave,NAmes,1959,7,TA,1287,1,576,TA,Gd,SBrkr,,Gd,Y,162000,191004.99478714162,145847.08,158145.48780487804,183632.6209000763,226351.41578947369,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,60.5
RL,8121,Pave,Gilbert,2000,5,TA,1664,2,460,TA,TA,SBrkr,,TA,Y,172400,191004.99478714162,192854.50632911394,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,60.5
RL,17120,Pave,ClearCr,1959,4,TA,1588,2,680,NA,Gd,SBrkr,80.0,TA,N,134432,191004.99478714162,212565.42857142858,120438.43859649122,105652.8918918919,226351.41578947369,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,80.0
RL,7175,Pave,SawyerW,1984,5,TA,752,1,264,TA,NA,SBrkr,50.0,TA,Y,125000,191004.99478714162,186555.7966101695,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,50.0
RL,10634,Pave,NAmes,1953,6,TA,1319,1,270,TA,NA,SBrkr,79.0,TA,Y,123000,191004.99478714162,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,79.0
RL,8200,Pave,CollgCr,2003,5,Gd,1928,2,434,TA,Gd,SBrkr,65.0,Gd,Y,219500,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,65.0
RL,10020,Pave,Edwards,1922,1,Fa,904,0,0,Po,NA,FuseA,,Fa,Y,61000,191004.99478714162,128219.7,61000.0,64000.0,141331.48260869566,122196.89361702128,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,60.5
RL,8846,Pave,CollgCr,1996,5,Gd,914,1,576,TA,NA,SBrkr,57.0,TA,Y,148000,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,57.0
FV,11143,Pave,Somerst,2004,5,Gd,2466,3,610,TA,Gd,SBrkr,102.0,Gd,Y,340000,214014.06153846154,225379.83720930232,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,102.0
RL,11394,Pave,StoneBr,2010,2,Gd,1856,1,834,TA,Ex,SBrkr,88.0,Ex,Y,394432,191004.99478714162,310499.0,141986.4,183632.6209000763,337712.5,186825.1131934033,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,88.0
RL,8123,Pave,Gilbert,2000,5,TA,1800,2,463,TA,TA,SBrkr,60.0,TA,Y,179000,191004.99478714162,192854.50632911394,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,60.0
RL,5000,Pave,SWISU,1924,6,TA,1691,2,308,TA,Gd,SBrkr,50.0,Gd,Y,127000,191004.99478714162,142591.36,153961.59126984127,183632.6209000763,226351.41578947369,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,50.0
FV,7200,Pave,Somerst,2006,5,Gd,1301,2,572,Gd,Gd,SBrkr,60.0,Gd,Y,187750,214014.06153846154,225379.83720930232,203146.91473812424,213599.9076923077,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,60.0
RL,9245,Pave,CollgCr,2006,5,Gd,1797,2,639,TA,NA,SBrkr,79.0,Gd,Y,213500,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,79.0
RH,9000,Pave,SawyerW,1928,3,TA,784,1,360,Fa,NA,FuseA,60.0,TA,N,76000,131558.375,186555.7966101695,101929.4,121809.53333333334,141331.48260869566,122196.89361702128,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,60.0
RL,53107,Pave,ClearCr,1992,5,Gd,1953,2,501,TA,Fa,SBrkr,,Gd,Y,240000,191004.99478714162,212565.42857142858,203146.91473812424,183632.6209000763,167298.48484848486,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,60.5
RL,3182,Pave,Blmngtn,2004,5,Gd,1269,2,430,TA,TA,SBrkr,43.0,Gd,Y,192000,191004.99478714162,194870.88235294117,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,43.0
RL,8410,Pave,Edwards,1910,3,TA,1184,1,0,TA,NA,SBrkr,58.0,TA,N,81000,191004.99478714162,128219.7,101929.4,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,58.0
RL,7200,Pave,Edwards,1976,6,TA,1125,1,352,TA,Fa,SBrkr,72.0,TA,Y,125000,191004.99478714162,128219.7,153961.59126984127,183632.6209000763,167298.48484848486,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,72.0
RL,9382,Pave,CollgCr,1999,5,Gd,1479,2,577,TA,NA,SBrkr,93.0,Gd,Y,191000,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,93.0
RL,12474,Pave,NridgHt,2007,5,Ex,2332,2,846,TA,Ex,SBrkr,96.0,Ex,Y,426000,191004.99478714162,316270.6233766234,203146.91473812424,183632.6209000763,337712.5,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,96.0
RL,8405,Pave,Edwards,1900,8,TA,1367,1,384,Gd,NA,SBrkr,50.0,TA,Y,119000,191004.99478714162,128219.7,155651.73611111112,213599.9076923077,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,50.0
RL,12209,Pave,Mitchel,2001,5,TA,1961,2,560,TA,TA,SBrkr,71.0,Gd,Y,215000,191004.99478714162,156270.1224489796,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,71.0
RL,8339,Pave,NAmes,1959,7,TA,882,1,294,NA,NA,SBrkr,,TA,Y,106500,191004.99478714162,145847.08,158145.48780487804,105652.8918918919,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,60.5
RL,7446,Pave,BrkSide,1941,5,TA,788,1,0,TA,TA,FuseA,,TA,Y,100000,191004.99478714162,124834.05172413793,203146.91473812424,183632.6209000763,205723.48881789137,122196.89361702128,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,60.5
RL,10134,Pave,OldTown,1940,6,TA,1034,1,240,TA,NA,FuseA,60.0,TA,Y,109000,191004.99478714162,128225.30088495575,153961.59126984127,183632.6209000763,141331.48260869566,122196.89361702128,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,60.0
RL,9571,Pave,Edwards,1956,6,TA,1144,1,596,TA,NA,SBrkr,68.0,TA,Y,129000,191004.99478714162,128219.7,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,68.0
RL,7200,Pave,CollgCr,1972,5,TA,894,1,600,TA,NA,SBrkr,60.0,TA,Y,123000,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,60.0
RL,7590,Pave,NAmes,1962,5,TA,1812,2,264,TA,TA,SBrkr,69.0,TA,Y,169500,191004.99478714162,145847.08,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,69.0
RM,8967,Pave,IDOTRR,1920,2,TA,1077,1,338,Po,NA,Mix,60.0,TA,N,67000,126316.83027522935,100123.78378378379,141986.4,64000.0,141331.48260869566,67000.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,60.0
FV,8125,Pave,Somerst,2006,5,Gd,1550,2,438,TA,NA,SBrkr,65.0,Gd,Y,241000,214014.06153846154,225379.83720930232,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,65.0
RL,14963,Pave,Veenker,1996,5,Gd,1288,1,500,TA,Gd,SBrkr,38.0,Ex,Y,245500,191004.99478714162,238772.72727272726,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,38.0
RL,8767,Pave,CollgCr,2005,5,Gd,1310,2,400,TA,Gd,SBrkr,65.0,Gd,Y,164990,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,65.0
RL,10200,Pave,Sawyer,1940,8,TA,672,1,240,TA,NA,SBrkr,60.0,TA,N,108000,191004.99478714162,136793.13513513515,155651.73611111112,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,60.0
RL,12090,Pave,NoRidge,1998,5,Gd,2263,2,420,TA,TA,SBrkr,93.0,Gd,Y,258000,191004.99478714162,335295.31707317074,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,93.0
RL,10364,Pave,Gilbert,1995,5,TA,1572,2,373,TA,TA,SBrkr,,TA,Y,168000,191004.99478714162,192854.50632911394,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,60.5
RL,9991,Pave,Sawyer,1976,4,TA,1620,2,490,TA,TA,SBrkr,,TA,Y,150000,191004.99478714162,136793.13513513515,120438.43859649122,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,60.5
RL,10480,Pave,SWISU,1936,5,TA,1639,1,240,TA,NA,FuseA,51.0,TA,Y,115000,191004.99478714162,142591.36,203146.91473812424,183632.6209000763,141331.48260869566,122196.89361702128,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,51.0
RL,15576,Pave,Crawfor,1915,7,TA,1680,2,308,TA,NA,SBrkr,63.0,TA,Y,177000,191004.99478714162,210624.72549019608,158145.48780487804,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,63.0
RL,14154,Pave,NridgHt,2006,5,Gd,2172,2,947,Gd,Gd,SBrkr,109.0,Gd,Y,280000,191004.99478714162,316270.6233766234,203146.91473812424,213599.9076923077,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,109.0
FV,10800,Pave,Somerst,2007,5,Gd,2078,2,836,TA,Gd,SBrkr,85.0,Ex,Y,339750,214014.06153846154,225379.83720930232,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,85.0
RL,9571,Pave,Edwards,1958,3,TA,1276,1,350,Fa,NA,FuseA,68.0,TA,Y,60000,191004.99478714162,128219.7,101929.4,121809.53333333334,141331.48260869566,122196.89361702128,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,68.0
RL,34650,Pave,Gilbert,1955,5,TA,1056,1,572,TA,NA,SBrkr,100.0,TA,Y,145000,191004.99478714162,192854.50632911394,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,100.0
FV,4403,Pave,Somerst,2009,5,Ex,1478,2,484,TA,Gd,SBrkr,,Gd,Y,222000,214014.06153846154,225379.83720930232,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,60.5
RM,8960,Pave,OldTown,1927,6,TA,1028,1,360,TA,Gd,FuseA,56.0,TA,Y,115000,126316.83027522935,128225.30088495575,153961.59126984127,183632.6209000763,226351.41578947369,122196.89361702128,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,56.0
RL,11228,Pave,SawyerW,1993,5,Gd,2097,2,678,TA,TA,SBrkr,59.0,Gd,Y,228000,191004.99478714162,186555.7966101695,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,59.0
RL,8899,Pave,Gilbert,2007,5,Gd,1340,2,396,TA,NA,SBrkr,73.0,Gd,Y,181134,191004.99478714162,192854.50632911394,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,73.0
RL,7844,Pave,Sawyer,1978,7,TA,1400,1,440,TA,TA,SBrkr,74.0,TA,Y,149500,191004.99478714162,136793.13513513515,158145.48780487804,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,74.0
RL,22420,Pave,Crawfor,1918,6,TA,2624,2,864,TA,Gd,FuseA,86.0,TA,N,239000,191004.99478714162,210624.72549019608,153961.59126984127,183632.6209000763,226351.41578947369,122196.89361702128,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,86.0
RL,8160,Pave,Edwards,1940,6,TA,1134,1,240,TA,NA,FuseF,60.0,TA,P,126000,191004.99478714162,128219.7,153961.59126984127,183632.6209000763,141331.48260869566,107675.44444444444,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,60.0
RL,8450,Pave,NAmes,1968,6,TA,1056,1,304,TA,Fa,SBrkr,65.0,TA,Y,142000,191004.99478714162,145847.08,153961.59126984127,183632.6209000763,167298.48484848486,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,65.0
RM,7060,Pave,Mitchel,1997,5,TA,1344,2,784,Gd,NA,SBrkr,78.0,TA,Y,206300,126316.83027522935,156270.1224489796,203146.91473812424,213599.9076923077,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,78.0
RL,16635,Pave,NWAmes,1977,7,Gd,1602,2,529,TA,TA,SBrkr,,Gd,Y,215000,191004.99478714162,189050.0684931507,158145.48780487804,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,60.5
RL,21750,Pave,Mitchel,1954,5,TA,988,1,520,TA,NA,FuseA,100.0,TA,N,113000,191004.99478714162,156270.1224489796,203146.91473812424,183632.6209000763,141331.48260869566,122196.89361702128,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,100.0
RL,9200,Pave,NoRidge,1998,5,Gd,2630,2,696,TA,TA,SBrkr,80.0,Gd,Y,315000,191004.99478714162,335295.31707317074,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,80.0
RL,9000,Pave,NAmes,1956,5,TA,1196,1,297,TA,Gd,FuseA,72.0,TA,Y,139000,191004.99478714162,145847.08,203146.91473812424,183632.6209000763,226351.41578947369,122196.89361702128,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,72.0
RM,3378,Pave,OldTown,1946,8,TA,1389,1,240,TA,Gd,SBrkr,60.0,TA,P,135000,126316.83027522935,128225.30088495575,155651.73611111112,183632.6209000763,226351.41578947369,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,60.0
RL,12800,Pave,SawyerW,1989,5,Gd,1644,2,569,TA,TA,SBrkr,,Gd,Y,275000,191004.99478714162,186555.7966101695,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,60.5
RL,8593,Pave,NAmes,1957,6,TA,907,1,352,TA,NA,SBrkr,77.0,TA,Y,109008,191004.99478714162,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,77.0
RL,6762,Pave,CollgCr,2007,5,Gd,1208,2,628,TA,NA,SBrkr,64.0,Gd,Y,195400,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,64.0
RL,11457,Pave,Timber,1988,5,TA,1412,2,576,TA,TA,SBrkr,130.0,Gd,Y,175000,191004.99478714162,242247.44736842104,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,130.0
RM,1680,Pave,BrDale,1971,5,TA,987,1,264,TA,NA,SBrkr,21.0,TA,Y,85400,126316.83027522935,104493.75,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,21.0
RM,5586,Pave,OldTown,1920,7,TA,1198,1,0,TA,NA,SBrkr,60.0,TA,N,79900,126316.83027522935,128225.30088495575,158145.48780487804,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,60.0
RM,1920,Pave,BrDale,1971,5,TA,1365,1,440,TA,NA,SBrkr,24.0,TA,Y,122500,126316.83027522935,104493.75,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,24.0
RL,10839,Pave,Gilbert,1997,5,TA,1604,2,470,TA,TA,SBrkr,100.0,TA,Y,181000,191004.99478714162,192854.50632911394,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,100.0
RM,1890,Pave,MeadowV,1972,7,TA,630,1,0,TA,NA,SBrkr,21.0,TA,Y,81000,126316.83027522935,98576.4705882353,158145.48780487804,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,21.0
RL,10667,Pave,CollgCr,1996,6,Gd,1661,2,550,TA,TA,SBrkr,43.0,Gd,Y,212000,191004.99478714162,197965.77333333335,153961.59126984127,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,43.0
RM,4400,Pave,OldTown,1920,8,TA,1118,1,440,TA,NA,FuseA,40.0,TA,Y,116000,126316.83027522935,128225.30088495575,155651.73611111112,183632.6209000763,141331.48260869566,122196.89361702128,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,40.0
RM,6000,Pave,BrkSide,1926,7,Gd,904,1,180,TA,NA,SBrkr,50.0,TA,Y,119000,126316.83027522935,124834.05172413793,158145.48780487804,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,50.0
RL,4280,Pave,Crawfor,1913,6,TA,694,1,352,TA,Gd,SBrkr,40.0,Gd,P,90350,191004.99478714162,210624.72549019608,153961.59126984127,183632.6209000763,226351.41578947369,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,40.0
RL,12354,Pave,Edwards,1920,8,TA,1196,1,528,Fa,NA,SBrkr,67.0,Gd,Y,110000,191004.99478714162,128219.7,155651.73611111112,121809.53333333334,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,67.0
RL,15431,Pave,NridgHt,2008,5,Ex,2402,2,672,TA,Gd,SBrkr,105.0,Ex,Y,555000,191004.99478714162,316270.6233766234,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,105.0
RL,12108,Pave,Edwards,1955,4,TA,1440,2,0,TA,NA,FuseF,92.0,Fa,Y,118000,191004.99478714162,128219.7,120438.43859649122,183632.6209000763,141331.48260869566,107675.44444444444,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,92.0
RM,6240,Pave,BrkSide,1930,7,TA,1573,2,360,TA,Gd,SBrkr,52.0,TA,P,162900,126316.83027522935,124834.05172413793,158145.48780487804,183632.6209000763,226351.41578947369,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,52.0
RL,3922,Pave,Blmngtn,2006,5,Gd,1258,2,648,TA,Gd,SBrkr,53.0,Gd,Y,172500,191004.99478714162,194870.88235294117,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,53.0
RL,8750,Pave,CollgCr,1994,5,Gd,1908,2,493,TA,TA,SBrkr,70.0,Gd,Y,210000,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,70.0
RL,9855,Pave,Edwards,1956,5,TA,1689,1,480,TA,Gd,SBrkr,73.0,TA,Y,127500,191004.99478714162,128219.7,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,73.0
RL,16492,Pave,NAmes,1966,6,Gd,1888,2,578,TA,Gd,SBrkr,137.0,Gd,Y,190000,191004.99478714162,145847.08,153961.59126984127,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,137.0
RL,11214,Pave,Gilbert,1998,5,Gd,1886,2,431,TA,TA,SBrkr,,Gd,Y,199900,191004.99478714162,192854.50632911394,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,60.5
RM,8600,Pave,IDOTRR,1937,6,TA,1376,2,198,TA,Gd,SBrkr,50.0,TA,N,119500,126316.83027522935,100123.78378378379,153961.59126984127,183632.6209000763,226351.41578947369,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,50.0
RM,6000,Pave,OldTown,1948,7,TA,1183,1,308,TA,NA,SBrkr,50.0,TA,Y,120000,126316.83027522935,128225.30088495575,158145.48780487804,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,50.0
RM,5684,Pave,OldTown,1930,8,TA,813,1,270,TA,NA,FuseA,70.0,Gd,N,110000,126316.83027522935,128225.30088495575,155651.73611111112,183632.6209000763,141331.48260869566,122196.89361702128,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,70.0
RL,70761,Pave,ClearCr,1975,5,TA,1533,2,576,TA,TA,SBrkr,62.0,Gd,Y,280000,191004.99478714162,212565.42857142858,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,62.0
RL,9303,Pave,Timber,1996,5,Gd,1756,2,422,TA,NA,SBrkr,,TA,Y,204000,191004.99478714162,242247.44736842104,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,60.5
FV,9000,Pave,Somerst,2008,5,Gd,1590,2,676,TA,NA,SBrkr,75.0,Gd,Y,210000,214014.06153846154,225379.83720930232,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,75.0
RL,9297,Pave,Mitchel,1976,5,TA,1728,2,560,TA,NA,SBrkr,63.0,TA,Y,188000,191004.99478714162,156270.1224489796,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,63.0
RL,9600,Pave,NWAmes,1973,6,TA,1242,1,528,TA,TA,SBrkr,80.0,TA,Y,175500,191004.99478714162,189050.0684931507,153961.59126984127,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,80.0
