SalePrice,MSZoning,LotArea,Street,Neighborhood,YearBuilt,OverallCond,ExterQual,GrLivArea,FullBath,GarageArea,BsmtCond,FireplaceQu,Electrical,LotFrontage,KitchenQual,PavedDrive
120000,RL,10762,Pave,SawyerW,1980,6,TA,1217,1,288,TA,TA,SBrkr,75.0,TA,Y
205000,RL,8880,Pave,SawyerW,1994,5,Gd,2110,2,463,TA,Fa,SBrkr,71.43631578947368,Gd,Y
241500,RL,10400,Pave,NWAmes,1988,5,TA,1872,2,604,TA,TA,SBrkr,80.0,TA,Y
137000,RM,9142,Pave,OldTown,1910,8,TA,1928,2,440,TA,None,FuseP,69.0,Fa,Y
140000,RL,11310,Pave,NAmes,1954,5,TA,1375,1,451,TA,TA,SBrkr,75.0,TA,Y
180000,RL,11317,Pave,CollgCr,2003,5,Gd,1668,2,500,TA,None,SBrkr,72.0,Gd,Y
277000,RL,159000,Pave,ClearCr,1958,7,Gd,2144,2,389,TA,TA,SBrkr,122.22657142857142,Gd,Y
76500,RL,5350,Pave,BrkSide,1940,2,TA,1306,1,0,TA,None,SBrkr,55.0,Fa,Y
235000,RM,4750,Pave,Crawfor,2006,5,Gd,1625,2,538,TA,Gd,SBrkr,44.0,Gd,Y
173000,RL,8366,Pave,SawyerW,2004,5,Gd,1640,2,520,TA,None,SBrkr,65.0,Gd,Y
158000,RL,9350,Pave,NAmes,1964,7,TA,1302,2,309,TA,None,SBrkr,85.0,Gd,Y
145000,RL,8400,Pave,NAmes,1957,6,TA,1314,1,294,TA,None,SBrkr,70.0,TA,Y
230000,RL,8738,Pave,Gilbert,1999,5,Gd,2291,2,429,TA,TA,SBrkr,66.0,Gd,Y
207500,FV,8791,Pave,Somerst,2003,5,Gd,1728,2,673,TA,None,SBrkr,64.0,Gd,Y
220000,RL,8814,Pave,CollgCr,2006,5,Gd,1604,2,660,TA,Gd,SBrkr,68.0,Gd,Y
231500,RL,12435,Pave,CollgCr,2001,5,Gd,1792,2,564,TA,TA,SBrkr,80.0,Gd,Y
97000,RM,12702,Pave,OldTown,1956,5,TA,882,1,308,None,None,FuseA,70.0,TA,Y
176000,RL,19296,Pave,NAmes,1962,5,TA,1382,1,884,TA,TA,SBrkr,120.0,TA,Y
276000,RL,9588,Pave,CollgCr,2007,5,Gd,2574,2,868,TA,Gd,SBrkr,69.0,Ex,Y
151000,RL,8471,Pave,Sawyer,1977,7,TA,1212,1,492,Gd,TA,SBrkr,88.0,TA,Y
130000,RM,5500,Pave,OldTown,1929,7,TA,1316,1,484,TA,None,SBrkr,50.0,TA,Y
73000,RM,5232,Pave,OldTown,1925,5,TA,764,1,504,TA,None,FuseP,30.0,TA,N
175500,RL,12090,Pave,NWAmes,1981,6,TA,1422,2,576,TA,TA,SBrkr,78.0,Gd,Y
185000,RL,11207,Pave,Gilbert,1997,5,TA,1511,2,413,TA,TA,SBrkr,70.0,TA,Y
179500,RL,8400,Pave,SWISU,1939,8,TA,2192,2,240,TA,Gd,SBrkr,60.0,Gd,Y
120500,RM,6900,Pave,IDOTRR,1940,6,TA,778,1,924,TA,Gd,SBrkr,71.0,TA,Y
148000,RL,7917,Pave,Edwards,1976,7,TA,1113,1,504,Gd,Fa,SBrkr,66.69533333333332,TA,Y
266000,FV,10728,Pave,Somerst,2006,5,Gd,1939,2,1053,TA,Gd,SBrkr,84.0,Gd,Y
241500,RL,39104,Pave,ClearCr,1954,7,TA,1363,1,439,TA,TA,SBrkr,73.0,TA,Y
290000,RL,11764,Pave,NoRidge,1999,7,Gd,2270,2,671,TA,Gd,SBrkr,92.0,Gd,Y
139000,RL,9600,Pave,NAmes,1958,6,TA,1632,2,338,TA,Gd,SBrkr,80.0,TA,Y
124500,RL,8314,Pave,Mitchel,1982,7,TA,816,1,264,TA,None,SBrkr,76.0,TA,Y
205000,RL,7264,Pave,BrkSide,1925,7,Gd,1548,2,672,TA,None,SBrkr,55.0,Ex,Y
201000,RL,9196,Pave,Mitchel,2003,5,Gd,1560,2,573,TA,None,SBrkr,129.0,Gd,Y
141000,RL,19138,Pave,Gilbert,1951,5,TA,864,1,400,TA,None,SBrkr,140.0,TA,Y
415298,RL,14450,Pave,NridgHt,2006,5,Ex,2121,2,732,TA,Ex,SBrkr,107.0,Ex,Y
192000,RL,10005,Pave,ClearCr,1977,5,TA,2022,2,505,TA,TA,SBrkr,83.0,TA,Y
228500,RL,11287,Pave,SawyerW,1989,6,Gd,1982,2,575,TA,TA,SBrkr,82.0,Gd,Y
185000,FV,7200,Pave,Somerst,2006,5,Gd,1262,2,572,TA,None,SBrkr,60.0,Gd,Y
207500,RL,5063,Pave,NridgHt,2007,5,Gd,1314,2,626,TA,Gd,SBrkr,34.0,Gd,Y
244600,RL,9612,Pave,Somerst,2008,5,Gd,1468,2,898,TA,Gd,SBrkr,74.0,Gd,Y
179200,RL,8012,Pave,SawyerW,1992,5,Gd,1575,2,529,TA,None,SBrkr,50.0,Gd,Y
164700,FV,4251,Pave,Somerst,2006,5,Gd,1250,2,528,TA,None,SBrkr,35.0,Gd,Y
159000,RL,9786,Pave,NAmes,1962,7,TA,1734,1,440,TA,Gd,SBrkr,77.0,Gd,Y
88000,RL,8125,Pave,NAmes,1971,4,TA,858,1,0,TA,None,SBrkr,66.27692124542125,TA,Y
122000,RL,9819,Pave,Sawyer,1967,5,TA,900,1,280,TA,None,SBrkr,71.61713708513709,TA,Y
153575,RL,8730,Pave,BrkSide,1915,7,TA,1396,1,384,TA,None,FuseA,60.0,TA,Y
233230,RL,15611,Pave,CollgCr,2006,5,Gd,1919,2,685,TA,Gd,SBrkr,120.0,Gd,Y
135900,RL,5687,Pave,SWISU,1912,6,TA,1716,2,0,Fa,None,SBrkr,55.0,Fa,N
131000,RL,11409,Pave,Edwards,1949,4,TA,1716,1,281,TA,Gd,SBrkr,60.0,TA,Y
235000,RL,16659,Pave,NWAmes,1977,7,TA,2263,2,539,TA,TA,SBrkr,88.19699267399268,Gd,Y
167000,RL,9600,Pave,NAmes,1953,5,TA,1644,1,418,TA,Gd,SBrkr,80.0,TA,Y
142500,RL,7937,Pave,Mitchel,1984,6,TA,1003,1,588,TA,None,SBrkr,37.0,TA,Y
152000,RM,13710,Pave,IDOTRR,1950,5,TA,1558,1,282,TA,None,FuseA,75.0,TA,Y
239000,FV,7399,Pave,Somerst,1997,5,Gd,1950,2,576,TA,TA,SBrkr,66.0,Gd,Y
175000,RL,11700,Pave,NWAmes,1968,6,Gd,1743,1,539,TA,Gd,SBrkr,90.0,TA,Y
158500,RL,14000,Pave,Crawfor,1950,8,TA,1152,1,300,TA,Gd,SBrkr,80.0,Gd,Y
157000,RL,15750,Pave,Crawfor,1953,5,TA,1336,1,375,TA,Gd,SBrkr,90.0,TA,Y
267000,RL,16226,Pave,CollgCr,1998,5,Gd,2452,2,683,TA,TA,SBrkr,66.0,Gd,Y
205000,RL,13704,Pave,CollgCr,2001,5,Gd,1541,2,843,TA,TA,SBrkr,118.0,Gd,Y
149900,RL,9800,Pave,CollgCr,1972,7,TA,894,1,552,TA,None,SBrkr,70.0,TA,Y
295000,RM,18386,Pave,OldTown,1880,9,TA,3493,3,870,TA,Ex,SBrkr,87.0,Gd,Y
305900,RL,10386,Pave,CollgCr,2004,5,Gd,2000,2,888,TA,None,SBrkr,80.0,Gd,Y
225000,RL,13474,Pave,SawyerW,1990,5,Gd,2243,2,746,TA,TA,SBrkr,116.0,Gd,Y
89500,RM,7920,Pave,IDOTRR,1920,7,TA,1406,1,0,TA,None,FuseA,66.77416666666667,Fa,N
82500,RL,12342,Pave,Edwards,1940,5,TA,861,1,539,TA,None,SBrkr,72.8825,TA,Y
360000,RL,12378,Pave,NridgHt,2003,5,Gd,1944,2,708,TA,Ex,SBrkr,90.0,Ex,Y
165600,RL,7685,Pave,Gilbert,1993,5,TA,1501,2,420,TA,TA,SBrkr,62.50724891774892,Gd,Y
132000,RL,8000,Pave,NAmes,1948,6,TA,972,1,240,TA,Gd,SBrkr,50.0,TA,Y
119900,RM,7800,Pave,OldTown,1939,7,TA,1118,1,410,TA,Gd,SBrkr,65.0,TA,Y
375000,RL,215245,Pave,Timber,1965,5,TA,2036,2,513,TA,Gd,SBrkr,150.0,TA,Y
178000,RM,9600,Pave,OldTown,1925,7,TA,1641,1,546,Gd,Gd,SBrkr,60.0,Ex,Y
188500,RL,7795,Pave,Gilbert,2004,5,Gd,1432,2,432,TA,Gd,SBrkr,71.0,Gd,Y
260000,RL,13005,Pave,NWAmes,1980,7,Gd,2353,2,484,TA,TA,SBrkr,94.0,Ex,Y
270000,FV,9000,Pave,Somerst,2006,5,Gd,1959,2,1025,TA,Gd,SBrkr,75.0,Gd,Y
260000,RL,9900,Pave,NoRidge,1993,5,Gd,2646,2,656,TA,TA,SBrkr,90.0,Gd,Y
187500,RL,14115,Pave,NWAmes,1980,5,TA,1472,2,588,TA,TA,SBrkr,78.65097222222222,TA,Y
342643,RL,16259,Pave,NridgHt,2006,5,TA,2596,3,840,Gd,None,SBrkr,111.0,Gd,Y
354000,RL,12099,Pave,NridgHt,2004,5,Gd,2468,2,872,TA,Gd,SBrkr,99.0,Gd,Y
301000,RL,10380,Pave,SawyerW,1986,5,Gd,2730,2,576,TA,TA,SBrkr,86.0,Gd,Y
126175,RM,5820,Pave,OldTown,1955,8,TA,1163,1,220,TA,None,SBrkr,49.0,TA,Y
242000,RL,11275,Pave,NAmes,1967,7,Gd,2978,2,564,TA,Gd,SBrkr,96.0,Gd,Y
87000,RM,5000,Pave,IDOTRR,1941,6,TA,803,1,360,TA,None,FuseF,50.0,TA,Y
324000,RL,10846,Pave,Veenker,1993,5,Gd,1719,1,473,TA,Gd,SBrkr,32.0,Gd,Y
145250,RL,11600,Pave,NAmes,1960,5,TA,1383,1,292,TA,None,SBrkr,80.0,TA,Y
214500,RL,11888,Pave,BrkSide,1916,6,TA,2134,2,441,TA,None,FuseA,72.885,Gd,Y
78000,RM,6402,Pave,IDOTRR,1920,5,TA,1192,1,189,TA,None,SBrkr,60.0,TA,N
119000,RL,10624,Pave,NAmes,1964,4,TA,1728,2,352,TA,None,SBrkr,74.77432793522269,TA,Y
139000,RL,8176,Pave,NAmes,1958,6,TA,1056,1,308,TA,None,SBrkr,70.0,TA,Y
284000,RL,10655,Pave,NridgHt,2003,5,Gd,1629,2,880,TA,Gd,SBrkr,85.0,Gd,Y
207000,RM,8198,Pave,NridgHt,2004,5,Gd,1358,2,484,TA,Gd,SBrkr,59.0,Gd,Y
192000,RL,9042,Pave,Gilbert,1998,5,TA,1638,2,472,TA,TA,SBrkr,59.0,TA,Y
228950,RL,164660,Grvl,Timber,1965,6,TA,1786,2,529,TA,Gd,SBrkr,109.06132142857143,TA,Y
377426,RL,14157,Pave,StoneBr,2005,5,Gd,1922,2,676,TA,Gd,SBrkr,86.0,Gd,Y
214000,RL,9135,Pave,CollgCr,2002,5,Gd,1536,2,532,TA,None,SBrkr,70.0,Gd,Y
202500,RL,14145,Pave,NWAmes,1984,7,Gd,1621,2,440,TA,None,SBrkr,91.0,Gd,Y
155000,RL,12400,Pave,NAmes,1958,7,TA,1215,1,297,Fa,None,FuseA,66.0,TA,Y
202900,RL,14191,Pave,Timber,2002,5,Gd,1908,2,431,TA,None,SBrkr,85.0,Gd,Y
82000,RH,8400,Pave,SawyerW,1950,4,Fa,841,1,294,Fa,None,SBrkr,60.0,TA,N
87500,RL,8544,Pave,NAmes,1949,4,TA,1040,2,400,None,None,FuseA,62.42,TA,Y
266000,RL,8849,Pave,NridgHt,2005,5,Ex,1684,2,564,TA,Ex,SBrkr,63.0,Ex,Y
85000,RM,2592,Pave,MeadowV,1976,3,TA,1112,1,336,TA,None,SBrkr,36.0,TA,Y
140200,RL,6435,Pave,BrkSide,1939,5,TA,1577,1,312,TA,Gd,SBrkr,65.0,Fa,Y
151500,RL,12772,Pave,NAmes,1960,8,TA,958,1,301,TA,None,SBrkr,72.72346594982079,TA,Y
157500,RL,17600,Pave,NAmes,1960,5,TA,1478,2,498,TA,Gd,FuseA,100.56197619047617,TA,Y
154000,RL,2448,Pave,NridgHt,2003,5,Gd,1626,2,474,TA,None,SBrkr,36.0,Gd,Y
437154,RL,20431,Pave,NridgHt,2005,5,Ex,2728,2,706,TA,Ex,SBrkr,56.0,Ex,Y
318061,RL,7820,Pave,NridgHt,2007,5,Ex,1869,2,617,TA,Gd,SBrkr,68.0,Ex,Y
190000,RL,5271,Pave,ClearCr,1986,5,TA,1453,1,445,TA,TA,SBrkr,56.61674603174604,Gd,Y
95000,RL,9084,Pave,Edwards,1941,6,TA,1111,1,200,Fa,None,SBrkr,60.0,TA,Y
105900,RM,8520,Pave,OldTown,1928,8,TA,720,1,484,TA,None,SBrkr,60.0,TA,Y
140000,RL,8400,Pave,SWISU,1940,5,TA,1595,1,240,TA,Gd,SBrkr,60.0,TA,Y
177500,RL,11249,Pave,CollgCr,1995,5,Gd,1200,2,521,Gd,None,SBrkr,105.0,Gd,Y
173000,RL,9248,Pave,Gilbert,1992,6,TA,1167,2,400,TA,None,SBrkr,74.55028571428572,Gd,Y
134000,RM,4224,Pave,MeadowV,1976,5,TA,1142,1,528,TA,Po,SBrkr,44.0,TA,Y
130000,RL,6930,Pave,ClearCr,1958,4,TA,1352,1,288,TA,None,FuseF,92.0,Gd,Y
280000,RL,12011,Pave,NoRidge,1998,5,Gd,1924,2,592,TA,TA,SBrkr,78.0,Gd,Y
156000,RL,7540,Pave,Mitchel,1978,6,TA,912,1,470,TA,TA,SBrkr,64.53694272445821,TA,Y
145000,RL,9144,Pave,BrkSide,1940,5,TA,1505,1,240,TA,None,SBrkr,61.26333333333333,TA,N
198500,RL,7301,Pave,Edwards,2003,5,Gd,1922,3,672,None,Ex,SBrkr,64.0,Gd,Y
118000,RM,1680,Pave,BrDale,1972,8,TA,987,1,264,TA,None,SBrkr,21.0,Gd,Y
190000,RL,18800,Pave,NWAmes,1976,5,TA,1574,2,566,TA,TA,SBrkr,84.01989743589743,TA,Y
147000,RM,10690,Pave,IDOTRR,1920,7,TA,1344,1,468,Fa,None,FuseA,59.0,TA,Y
159000,RL,9500,Pave,NAmes,1963,5,TA,1394,1,514,TA,Gd,SBrkr,83.47921536796537,TA,Y
165000,RL,9150,Pave,NAmes,1962,5,TA,1431,1,296,TA,Gd,SBrkr,101.0,TA,Y
132000,RL,7800,Pave,NAmes,1954,6,TA,1268,1,244,TA,Gd,SBrkr,78.0,TA,Y
162000,RL,9830,Pave,NAmes,1959,7,TA,1287,1,576,TA,Gd,SBrkr,81.26911528822056,Gd,Y
172400,RL,8121,Pave,Gilbert,2000,5,TA,1664,2,460,TA,TA,SBrkr,62.42913780663781,TA,Y
134432,RL,17120,Pave,ClearCr,1959,4,TA,1588,2,680,None,Gd,SBrkr,80.0,TA,N
125000,RL,7175,Pave,SawyerW,1984,5,TA,752,1,264,TA,None,SBrkr,50.0,TA,Y
123000,RL,10634,Pave,NAmes,1953,6,TA,1319,1,270,TA,None,SBrkr,79.0,TA,Y
219500,RL,8200,Pave,CollgCr,2003,5,Gd,1928,2,434,TA,Gd,SBrkr,65.0,Gd,Y
61000,RL,10020,Pave,Edwards,1922,1,Fa,904,0,0,Po,None,FuseA,68.98666666666666,Fa,Y
148000,RL,8846,Pave,CollgCr,1996,5,Gd,914,1,576,TA,None,SBrkr,57.0,TA,Y
340000,FV,11143,Pave,Somerst,2004,5,Gd,2466,3,610,TA,Gd,SBrkr,102.0,Gd,Y
394432,RL,11394,Pave,StoneBr,2010,2,Gd,1856,1,834,TA,Ex,SBrkr,88.0,Ex,Y
179000,RL,8123,Pave,Gilbert,2000,5,TA,1800,2,463,TA,TA,SBrkr,60.0,TA,Y
127000,RL,5000,Pave,SWISU,1924,6,TA,1691,2,308,TA,Gd,SBrkr,50.0,Gd,Y
187750,FV,7200,Pave,Somerst,2006,5,Gd,1301,2,572,Gd,Gd,SBrkr,60.0,Gd,Y
213500,RL,9245,Pave,CollgCr,2006,5,Gd,1797,2,639,TA,None,SBrkr,79.0,Gd,Y
76000,RH,9000,Pave,SawyerW,1928,3,TA,784,1,360,Fa,None,FuseA,60.0,TA,N
240000,RL,53107,Pave,ClearCr,1992,5,Gd,1953,2,501,TA,Fa,SBrkr,90.02221428571428,Gd,Y
192000,RL,3182,Pave,Blmngtn,2004,5,Gd,1269,2,430,TA,TA,SBrkr,43.0,Gd,Y
81000,RL,8410,Pave,Edwards,1910,3,TA,1184,1,0,TA,None,SBrkr,58.0,TA,N
125000,RL,7200,Pave,Edwards,1976,6,TA,1125,1,352,TA,Fa,SBrkr,72.0,TA,Y
191000,RL,9382,Pave,CollgCr,1999,5,Gd,1479,2,577,TA,None,SBrkr,93.0,Gd,Y
426000,RL,12474,Pave,NridgHt,2007,5,Ex,2332,2,846,TA,Ex,SBrkr,96.0,Ex,Y
119000,RL,8405,Pave,Edwards,1900,8,TA,1367,1,384,Gd,None,SBrkr,50.0,TA,Y
215000,RL,12209,Pave,Mitchel,2001,5,TA,1961,2,560,TA,TA,SBrkr,71.0,Gd,Y
106500,RL,8339,Pave,NAmes,1959,7,TA,882,1,294,None,None,SBrkr,66.71402380952381,TA,Y
100000,RL,7446,Pave,BrkSide,1941,5,TA,788,1,0,TA,TA,FuseA,58.912619047619046,TA,Y
109000,RL,10134,Pave,OldTown,1940,6,TA,1034,1,240,TA,None,FuseA,60.0,TA,Y
129000,RL,9571,Pave,Edwards,1956,6,TA,1144,1,596,TA,None,SBrkr,68.0,TA,Y
123000,RL,7200,Pave,CollgCr,1972,5,TA,894,1,600,TA,None,SBrkr,60.0,TA,Y
169500,RL,7590,Pave,NAmes,1962,5,TA,1812,2,264,TA,TA,SBrkr,69.0,TA,Y
67000,RM,8967,Pave,IDOTRR,1920,2,TA,1077,1,338,Po,None,Mix,60.0,TA,N
241000,FV,8125,Pave,Somerst,2006,5,Gd,1550,2,438,TA,None,SBrkr,65.0,Gd,Y
245500,RL,14963,Pave,Veenker,1996,5,Gd,1288,1,500,TA,Gd,SBrkr,38.0,Ex,Y
164990,RL,8767,Pave,CollgCr,2005,5,Gd,1310,2,400,TA,Gd,SBrkr,65.0,Gd,Y
108000,RL,10200,Pave,Sawyer,1940,8,TA,672,1,240,TA,None,SBrkr,60.0,TA,N
258000,RL,12090,Pave,NoRidge,1998,5,Gd,2263,2,420,TA,TA,SBrkr,93.0,Gd,Y
168000,RL,10364,Pave,Gilbert,1995,5,TA,1572,2,373,TA,TA,SBrkr,73.98159632034631,TA,Y
150000,RL,9991,Pave,Sawyer,1976,4,TA,1620,2,490,TA,TA,SBrkr,80.3368364389234,TA,Y
115000,RL,10480,Pave,SWISU,1936,5,TA,1639,1,240,TA,None,FuseA,51.0,TA,Y
177000,RL,15576,Pave,Crawfor,1915,7,TA,1680,2,308,TA,None,SBrkr,63.0,TA,Y
280000,RL,14154,Pave,NridgHt,2006,5,Gd,2172,2,947,Gd,Gd,SBrkr,109.0,Gd,Y
339750,FV,10800,Pave,Somerst,2007,5,Gd,2078,2,836,TA,Gd,SBrkr,85.0,Ex,Y
60000,RL,9571,Pave,Edwards,1958,3,TA,1276,1,350,Fa,None,FuseA,68.0,TA,Y
145000,RL,34650,Pave,Gilbert,1955,5,TA,1056,1,572,TA,None,SBrkr,100.0,TA,Y
222000,FV,4403,Pave,Somerst,2009,5,Ex,1478,2,484,TA,Gd,SBrkr,52.939522727272724,Gd,Y
115000,RM,8960,Pave,OldTown,1927,6,TA,1028,1,360,TA,Gd,FuseA,56.0,TA,Y
228000,RL,11228,Pave,SawyerW,1993,5,Gd,2097,2,678,TA,TA,SBrkr,59.0,Gd,Y
181134,RL,8899,Pave,Gilbert,2007,5,Gd,1340,2,396,TA,None,SBrkr,73.0,Gd,Y
149500,RL,7844,Pave,Sawyer,1978,7,TA,1400,1,440,TA,TA,SBrkr,74.0,TA,Y
239000,RL,22420,Pave,Crawfor,1918,6,TA,2624,2,864,TA,Gd,FuseA,86.0,TA,N
126000,RL,8160,Pave,Edwards,1940,6,TA,1134,1,240,TA,None,FuseF,60.0,TA,P
142000,RL,8450,Pave,NAmes,1968,6,TA,1056,1,304,TA,Fa,SBrkr,65.0,TA,Y
206300,RM,7060,Pave,Mitchel,1997,5,TA,1344,2,784,Gd,None,SBrkr,78.0,TA,Y
215000,RL,16635,Pave,NWAmes,1977,7,Gd,1602,2,529,TA,TA,SBrkr,84.57656410256409,Gd,Y
113000,RL,21750,Pave,Mitchel,1954,5,TA,988,1,520,TA,None,FuseA,100.0,TA,N
315000,RL,9200,Pave,NoRidge,1998,5,Gd,2630,2,696,TA,TA,SBrkr,80.0,Gd,Y
139000,RL,9000,Pave,NAmes,1956,5,TA,1196,1,297,TA,Gd,FuseA,72.0,TA,Y
135000,RM,3378,Pave,OldTown,1946,8,TA,1389,1,240,TA,Gd,SBrkr,60.0,TA,P
275000,RL,12800,Pave,SawyerW,1989,5,Gd,1644,2,569,TA,TA,SBrkr,78.13878468899522,Gd,Y
109008,RL,8593,Pave,NAmes,1957,6,TA,907,1,352,TA,None,SBrkr,77.0,TA,Y
195400,RL,6762,Pave,CollgCr,2007,5,Gd,1208,2,628,TA,None,SBrkr,64.0,Gd,Y
175000,RL,11457,Pave,Timber,1988,5,TA,1412,2,576,TA,TA,SBrkr,130.0,Gd,Y
85400,RM,1680,Pave,BrDale,1971,5,TA,987,1,264,TA,None,SBrkr,21.0,TA,Y
79900,RM,5586,Pave,OldTown,1920,7,TA,1198,1,0,TA,None,SBrkr,60.0,TA,N
122500,RM,1920,Pave,BrDale,1971,5,TA,1365,1,440,TA,None,SBrkr,24.0,TA,Y
181000,RL,10839,Pave,Gilbert,1997,5,TA,1604,2,470,TA,TA,SBrkr,100.0,TA,Y
81000,RM,1890,Pave,MeadowV,1972,7,TA,630,1,0,TA,None,SBrkr,21.0,TA,Y
212000,RL,10667,Pave,CollgCr,1996,6,Gd,1661,2,550,TA,TA,SBrkr,43.0,Gd,Y
116000,RM,4400,Pave,OldTown,1920,8,TA,1118,1,440,TA,None,FuseA,40.0,TA,Y
119000,RM,6000,Pave,BrkSide,1926,7,Gd,904,1,180,TA,None,SBrkr,50.0,TA,Y
90350,RL,4280,Pave,Crawfor,1913,6,TA,694,1,352,TA,Gd,SBrkr,40.0,Gd,P
110000,RL,12354,Pave,Edwards,1920,8,TA,1196,1,528,Fa,None,SBrkr,67.0,Gd,Y
555000,RL,15431,Pave,NridgHt,2008,5,Ex,2402,2,672,TA,Gd,SBrkr,105.0,Ex,Y
118000,RL,12108,Pave,Edwards,1955,4,TA,1440,2,0,TA,None,FuseF,92.0,Fa,Y
162900,RM,6240,Pave,BrkSide,1930,7,TA,1573,2,360,TA,Gd,SBrkr,52.0,TA,P
172500,RL,3922,Pave,Blmngtn,2006,5,Gd,1258,2,648,TA,Gd,SBrkr,53.0,Gd,Y
210000,RL,8750,Pave,CollgCr,1994,5,Gd,1908,2,493,TA,TA,SBrkr,70.0,Gd,Y
127500,RL,9855,Pave,Edwards,1956,5,TA,1689,1,480,TA,Gd,SBrkr,73.0,TA,Y
190000,RL,16492,Pave,NAmes,1966,6,Gd,1888,2,578,TA,Gd,SBrkr,137.0,Gd,Y
199900,RL,11214,Pave,Gilbert,1998,5,Gd,1886,2,431,TA,TA,SBrkr,76.44692857142857,Gd,Y
119500,RM,8600,Pave,IDOTRR,1937,6,TA,1376,2,198,TA,Gd,SBrkr,50.0,TA,N
120000,RM,6000,Pave,OldTown,1948,7,TA,1183,1,308,TA,None,SBrkr,50.0,TA,Y
110000,RM,5684,Pave,OldTown,1930,8,TA,813,1,270,TA,None,FuseA,70.0,Gd,N
280000,RL,70761,Pave,ClearCr,1975,5,TA,1533,2,576,TA,TA,SBrkr,62.0,Gd,Y
204000,RL,9303,Pave,Timber,1996,5,Gd,1756,2,422,TA,None,SBrkr,76.65300776674306,TA,Y
210000,FV,9000,Pave,Somerst,2008,5,Gd,1590,2,676,TA,None,SBrkr,75.0,Gd,Y
188000,RL,9297,Pave,Mitchel,1976,5,TA,1728,2,560,TA,None,SBrkr,63.0,TA,Y
175500,RL,9600,Pave,NWAmes,1973,6,TA,1242,1,528,TA,TA,SBrkr,80.0,TA,Y
98000,RM,4571,Pave,OldTown,1916,5,TA,1344,1,513,TA,None,SBrkr,34.0,TA,Y
256000,RL,53227,Pave,ClearCr,1954,6,TA,1663,1,529,TA,Gd,SBrkr,89.9627380952381,Gd,Y
161000,RM,5100,Pave,OldTown,1925,7,TA,1666,1,228,TA,Gd,SBrkr,50.26166666666667,Gd,Y
110000,RL,7015,Pave,BrkSide,1950,4,TA,1203,1,352,TA,TA,SBrkr,60.47607142857143,Gd,Y
263435,FV,8004,Pave,Somerst,2009,5,Gd,1935,2,552,TA,None,SBrkr,75.0,TA,Y
155000,RL,7200,Pave,SWISU,1936,9,Gd,1135,1,576,Gd,None,SBrkr,60.0,Gd,Y
62383,RL,8281,Pave,Sawyer,1965,5,TA,864,1,360,TA,Po,SBrkr,60.0,TA,Y
188700,RL,11988,Pave,Crawfor,1934,7,TA,1660,1,240,TA,Gd,FuseA,74.0,TA,Y
124000,RL,8430,Pave,CollgCr,1978,5,TA,1040,2,0,TA,None,SBrkr,60.0,TA,Y
178740,RM,3072,Pave,Blmngtn,2004,5,Gd,1414,2,398,TA,TA,SBrkr,41.79566666666667,Gd,Y
167000,RL,10628,Pave,NAmes,1970,5,TA,1277,1,526,Gd,Po,SBrkr,85.0,TA,Y
146500,RL,9480,Pave,NAmes,1942,7,TA,1644,1,312,TA,Gd,SBrkr,79.0,Gd,Y
250000,RL,11428,Pave,NridgHt,2006,5,Gd,1634,2,866,TA,Gd,SBrkr,98.0,Gd,Y
187000,RL,9291,Pave,SawyerW,1993,5,Gd,1710,2,506,TA,None,SBrkr,76.0,Gd,Y
212000,RL,6820,Pave,StoneBr,1985,5,Gd,1502,1,528,TA,None,SBrkr,54.69312732919255,Gd,Y
190000,RL,11952,Pave,NWAmes,1977,6,TA,1969,2,534,TA,Gd,SBrkr,92.0,TA,Y
148000,RM,3675,Pave,Edwards,2005,5,TA,1072,1,525,TA,None,SBrkr,35.0,TA,Y
440000,RL,14977,Pave,NridgHt,2006,5,Gd,1976,2,908,TA,Ex,SBrkr,110.0,Gd,Y
251000,RL,5330,Pave,StoneBr,2000,5,Gd,1652,2,499,TA,None,SBrkr,41.0,Ex,Y
132500,RL,8480,Pave,Sawyer,1963,6,TA,970,1,624,TA,None,SBrkr,80.0,TA,Y
208900,RL,13125,Pave,CollgCr,1997,5,TA,1493,2,508,TA,TA,SBrkr,75.0,Gd,Y
380000,RL,13693,Pave,NridgHt,2006,5,Ex,2643,2,694,TA,Gd,SBrkr,105.0,Ex,Y
297000,RL,10637,Pave,CollgCr,2007,5,Gd,1718,2,826,TA,Gd,SBrkr,79.0,Gd,Y
89471,RM,5925,Pave,OldTown,1937,7,TA,1131,1,672,TA,None,SBrkr,50.0,TA,Y
326000,RL,16033,Pave,NridgHt,2004,5,Gd,1850,2,772,TA,Gd,SBrkr,98.0,Gd,Y
374000,RL,11846,Pave,NridgHt,2003,5,Gd,1792,2,874,TA,Gd,SBrkr,72.0,Ex,Y
155000,RM,2500,Pave,OldTown,1915,8,Gd,1826,1,164,TA,Gd,SBrkr,50.0,Ex,Y
164000,RM,4500,Pave,Mitchel,1998,5,TA,1216,2,402,TA,None,SBrkr,32.0,TA,Y
132500,RL,7758,Pave,Sawyer,1962,7,TA,999,1,264,TA,None,SBrkr,66.52572222222223,Gd,Y
147000,RL,9600,Pave,NAmes,1950,7,Gd,1113,1,264,TA,Gd,SBrkr,80.0,Gd,Y
156000,RL,10289,Pave,NAmes,1965,7,TA,1073,1,515,TA,None,SBrkr,79.0,TA,Y
