,Survived,Pclass,Age,SibSp,Parch,Fare,Companions,Sex_male,Sex_female,Title_Mr,Title_Mrs,Title_Miss,Title_Master,Title_Rare Title,Embarked_S,Embarked_C,Embarked_Q,Embarked_
320,1,2,40.0,1,1,100.2688,1,0,1,0,1,0,0,0,0,1,0,0
321,0,0,22.0,0,0,7.25,0,1,0,1,0,0,0,0,1,0,0,0
322,0,0,27.0,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0
323,1,1,30.0,0,0,12.35,0,0,1,0,0,1,0,0,0,0,1,0
324,1,1,22.0,1,1,29.0,1,0,1,0,1,0,0,0,1,0,0,0
325,0,0,18.493226190476193,8,2,69.55,6,1,0,1,0,0,0,0,1,0,0,0
326,1,2,36.0,0,0,100.2688,2,0,1,0,0,1,0,0,0,1,0,0
327,0,0,61.0,0,0,6.2375,0,1,0,1,0,0,0,0,1,0,0,0
328,1,1,36.0,0,0,13.0,0,0,1,0,1,0,0,0,1,0,0,0
329,1,0,31.0,1,1,20.525,2,0,1,0,1,0,0,0,1,0,0,0
330,1,2,16.0,0,1,57.9792,1,0,1,0,0,1,0,0,0,1,0,0
331,1,0,18.807117965367965,2,0,23.25,1,0,1,0,0,1,0,0,0,0,1,0
332,0,2,45.5,0,0,28.5,0,1,0,1,0,0,0,0,1,0,0,0
333,0,2,38.0,0,1,100.2688,2,1,0,1,0,0,0,0,1,0,0,0
334,0,0,16.0,2,0,18.0,1,1,0,1,0,0,0,0,1,0,0,0
335,1,2,32.64326135852451,1,0,100.2688,1,0,1,0,1,0,0,0,1,0,0,0
336,0,0,28.51748443358752,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0
337,0,2,29.0,1,0,66.6,1,1,0,1,0,0,0,0,1,0,0,0
338,1,2,41.0,0,0,100.2688,1,0,1,0,0,1,0,0,0,1,0,0
339,1,0,45.0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
340,0,2,45.0,0,0,35.5,0,1,0,1,0,0,0,0,1,0,0,0
341,1,1,2.0,1,1,26.0,2,1,0,0,0,0,1,0,1,0,0,0
342,1,2,24.0,3,2,100.2688,3,0,1,0,0,1,0,0,1,0,0,0
343,0,1,28.0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0
344,0,1,25.0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0
345,0,1,36.0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0
346,1,1,24.0,0,0,13.0,0,0,1,0,0,1,0,0,1,0,0,0
347,1,1,40.0,0,0,13.0,0,0,1,0,0,1,0,0,1,0,0,0
348,1,0,36.18429554728897,1,0,16.1,0,0,1,0,1,0,0,0,1,0,0,0
349,1,0,3.0,1,1,15.9,1,1,0,0,0,0,1,0,1,0,0,0
350,0,0,42.0,0,0,8.6625,0,1,0,1,0,0,0,0,1,0,0,0
351,0,0,23.0,0,0,9.225,0,1,0,1,0,0,0,0,1,0,0,0
352,0,2,50.254405457224856,0,0,35.0,0,1,0,1,0,0,0,0,1,0,0,0
353,0,0,15.0,1,1,7.2292,0,1,0,1,0,0,0,0,0,1,0,0
354,0,0,25.0,1,0,17.8,1,1,0,1,0,0,0,0,1,0,0,0
355,0,0,31.18849169707783,0,0,7.225,0,1,0,1,0,0,0,0,0,1,0,0
356,0,0,28.0,0,0,9.5,0,1,0,1,0,0,0,0,1,0,0,0
357,1,2,22.0,0,1,55.0,1,0,1,0,0,1,0,0,1,0,0,0
358,0,1,38.0,0,0,13.0,0,0,1,0,0,1,0,0,1,0,0,0
359,1,0,19.548214445669522,0,0,7.8792,0,0,1,0,0,1,0,0,0,0,1,0
360,1,0,19.548214445669522,0,0,7.8792,0,0,1,0,0,1,0,0,0,0,1,0
361,0,0,40.0,1,4,27.9,5,1,0,1,0,0,0,0,1,0,0,0
362,0,1,29.0,1,0,27.7208,0,1,0,1,0,0,0,0,0,1,0,0
363,0,0,45.0,0,1,14.4542,1,0,1,0,1,0,0,0,0,1,0,0
364,0,0,35.0,0,0,7.05,0,1,0,1,0,0,0,0,1,0,0,0
365,0,0,34.65574802007073,1,0,15.5,1,1,0,1,0,0,0,0,0,0,1,0
366,0,0,30.0,0,0,7.25,0,1,0,1,0,0,0,0,1,0,0,0
367,1,2,60.0,1,0,75.25,0,0,1,0,1,0,0,0,0,1,0,0
368,1,0,28.864109755214766,0,0,7.2292,0,0,1,0,1,0,0,0,0,1,0,0
369,1,0,19.575816898771972,0,0,7.75,0,0,1,0,0,1,0,0,0,0,1,0
370,1,2,24.0,0,0,69.3,1,0,1,0,0,0,0,1,0,1,0,0
371,1,2,25.0,1,0,55.4417,0,1,0,1,0,0,0,0,0,1,0,0
372,0,0,18.0,1,0,6.4958,0,1,0,1,0,0,0,0,1,0,0,0
373,0,0,19.0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
374,0,2,22.0,0,0,100.2688,2,1,0,1,0,0,0,0,0,1,0,0
375,0,0,3.0,3,1,21.075,3,0,1,0,0,1,0,0,1,0,0,0
376,1,2,39.13386446886447,1,0,82.1708,1,0,1,0,1,0,0,0,0,1,0,0
377,1,0,22.0,0,0,7.25,0,0,1,0,0,1,0,0,1,0,0,0
378,0,2,27.0,0,2,100.2688,0,1,0,1,0,0,0,0,0,1,0,0
379,0,0,20.0,0,0,4.0125,0,1,0,1,0,0,0,0,0,1,0,0
380,0,0,19.0,0,0,7.775,0,1,0,1,0,0,0,0,1,0,0,0
381,1,2,42.0,0,0,100.2688,3,0,1,0,0,1,0,0,0,1,0,0
382,1,0,1.0,0,2,15.7417,1,0,1,0,0,1,0,0,0,1,0,0
383,0,0,32.0,0,0,7.925,0,1,0,1,0,0,0,0,1,0,0,0
384,1,2,35.0,1,0,52.0,1,0,1,0,1,0,0,0,1,0,0,0
385,0,0,28.51748443358752,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0
386,0,1,18.0,0,0,73.5,4,1,0,1,0,0,0,0,1,0,0,0
387,0,0,1.0,5,2,46.9,5,1,0,0,0,0,1,0,1,0,0,0
388,1,1,36.0,0,0,13.0,0,0,1,0,0,1,0,0,1,0,0,0
389,0,0,31.485444938714817,0,0,7.7292,0,1,0,1,0,0,0,0,0,0,1,0
390,1,1,17.0,0,0,12.0,0,0,1,0,0,1,0,0,0,1,0,0
391,1,2,36.0,1,2,100.2688,3,1,0,1,0,0,0,0,1,0,0,0
392,1,0,21.0,0,0,7.7958,0,1,0,1,0,0,0,0,1,0,0,0
393,0,0,28.0,2,0,7.925,0,1,0,1,0,0,0,0,1,0,0,0
394,1,2,23.0,1,0,100.2688,2,0,1,0,0,1,0,0,0,1,0,0
395,1,0,24.0,0,2,16.7,1,0,1,0,1,0,0,0,1,0,0,0
396,0,0,22.0,0,0,7.7958,0,1,0,1,0,0,0,0,1,0,0,0
397,0,0,31.0,0,0,7.8542,0,0,1,0,0,1,0,0,1,0,0,0
398,0,1,46.0,0,0,26.0,1,1,0,1,0,0,0,0,1,0,0,0
399,0,1,23.0,0,0,10.5,0,1,0,0,0,0,0,1,1,0,0,0
400,1,1,28.0,0,0,12.65,0,0,1,0,1,0,0,0,1,0,0,0
401,1,0,39.0,0,0,7.925,0,1,0,1,0,0,0,0,1,0,0,0
402,0,0,26.0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
403,0,0,21.0,1,0,9.825,0,0,1,0,0,1,0,0,1,0,0,0
404,0,0,28.0,1,0,15.85,1,1,0,1,0,0,0,0,1,0,0,0
405,0,0,20.0,0,0,8.6625,0,0,1,0,0,1,0,0,1,0,0,0
406,0,1,34.0,1,0,21.0,0,1,0,1,0,0,0,0,1,0,0,0
407,0,0,51.0,0,0,7.75,0,1,0,1,0,0,0,0,1,0,0,0
408,1,1,3.0,1,1,18.75,2,1,0,0,0,0,1,0,1,0,0,0
409,0,0,21.0,0,0,7.775,0,1,0,1,0,0,0,0,1,0,0,0
410,0,0,6.580950922401354,3,1,25.4667,3,0,1,0,0,1,0,0,1,0,0,0
411,0,0,28.51748443358752,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0
412,0,0,29.904553237704036,0,0,6.8583,0,1,0,1,0,0,0,0,0,0,1,0
413,1,2,33.0,1,0,90.0,1,0,1,0,0,1,0,0,0,0,1,0
414,0,1,31.069095449110424,0,0,0.0,2,1,0,1,0,0,0,0,1,0,0,0
415,1,0,44.0,0,0,7.925,0,1,0,1,0,0,0,0,1,0,0,0
416,0,0,37.23470317660332,0,0,8.05,0,0,1,0,1,0,0,0,1,0,0,0
417,1,1,34.0,1,1,32.5,0,0,1,0,1,0,0,0,1,0,0,0
418,1,1,18.0,0,2,13.0,0,0,1,0,0,1,0,0,1,0,0,0
419,0,1,30.0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0
420,0,0,10.0,0,2,24.15,2,0,1,0,0,1,0,0,1,0,0,0
421,0,0,30.327811413254427,0,0,7.8958,0,1,0,1,0,0,0,0,0,1,0,0
422,0,0,21.0,0,0,7.7333,0,1,0,1,0,0,0,0,0,0,1,0
423,0,0,29.0,0,0,7.875,0,1,0,1,0,0,0,0,1,0,0,0
424,0,0,28.0,1,1,14.4,1,0,1,0,1,0,0,0,1,0,0,0
425,0,0,18.0,1,1,20.2125,1,1,0,1,0,0,0,0,1,0,0,0
426,0,0,30.109574319386248,0,0,7.25,0,1,0,1,0,0,0,0,1,0,0,0
427,1,1,28.0,1,0,26.0,0,0,1,0,1,0,0,0,1,0,0,0
428,1,1,19.0,0,0,26.0,1,0,1,0,0,1,0,0,1,0,0,0
429,0,0,39.457867340588315,0,0,7.75,0,1,0,1,0,0,0,0,0,0,1,0
430,1,0,32.0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
431,1,2,28.0,0,0,26.55,0,1,0,1,0,0,0,0,1,0,0,0
432,1,0,26.494622067990484,1,0,16.1,1,0,1,0,1,0,0,0,1,0,0,0
433,1,1,42.0,1,0,26.0,0,0,1,0,1,0,0,0,1,0,0,0
434,0,0,17.0,0,0,7.125,0,1,0,1,0,0,0,0,1,0,0,0
435,0,2,50.0,1,0,55.9,1,1,0,1,0,0,0,0,1,0,0,0
436,1,2,14.0,1,2,100.2688,3,0,1,0,0,1,0,0,1,0,0,0
437,0,0,21.0,2,2,34.375,3,0,1,0,0,1,0,0,1,0,0,0
438,1,1,24.0,2,3,18.75,2,0,1,0,1,0,0,0,1,0,0,0
439,0,2,64.0,1,4,100.2688,3,1,0,1,0,0,0,0,1,0,0,0
440,0,1,31.0,0,0,10.5,0,1,0,1,0,0,0,0,1,0,0,0
441,1,1,45.0,1,1,26.25,2,0,1,0,1,0,0,0,1,0,0,0
442,0,0,20.0,0,0,9.5,0,1,0,1,0,0,0,0,1,0,0,0
443,0,0,25.0,1,0,7.775,0,1,0,1,0,0,0,0,1,0,0,0
444,1,1,28.0,0,0,13.0,0,0,1,0,0,0,0,1,1,0,0,0
445,1,0,27.872339176844317,0,0,8.1125,0,1,0,1,0,0,0,0,1,0,0,0
446,1,2,4.0,0,2,81.8583,0,1,0,0,0,0,1,0,1,0,0,0
447,1,1,13.0,0,1,19.5,1,0,1,0,0,1,0,0,1,0,0,0
448,1,2,34.0,0,0,26.55,0,1,0,1,0,0,0,0,1,0,0,0
449,1,0,5.0,2,1,19.2583,3,0,1,0,0,1,0,0,0,1,0,0
450,1,2,52.0,0,0,30.5,0,1,0,0,0,0,0,1,1,0,0,0
451,0,1,36.0,1,2,27.75,2,1,0,1,0,0,0,0,1,0,0,0
452,0,0,28.78826382557973,1,0,19.9667,0,1,0,1,0,0,0,0,1,0,0,0
453,0,2,30.0,0,0,27.75,0,1,0,1,0,0,0,0,0,1,0,0
454,1,2,49.0,1,0,89.1042,1,1,0,1,0,0,0,0,0,1,0,0
455,0,0,29.319184461420658,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
456,1,0,29.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,1,0,0
457,0,2,65.0,0,0,26.55,0,1,0,1,0,0,0,0,1,0,0,0
458,1,2,42.38894320908976,1,0,51.8625,0,0,1,0,1,0,0,0,1,0,0,0
459,1,1,50.0,0,0,10.5,0,0,1,0,0,1,0,0,1,0,0,0
460,0,0,39.457867340588315,0,0,7.75,0,1,0,1,0,0,0,0,0,0,1,0
461,1,2,48.0,0,0,26.55,0,1,0,1,0,0,0,0,1,0,0,0
462,0,0,34.0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
463,0,2,47.0,0,0,38.5,0,1,0,1,0,0,0,0,1,0,0,0
464,0,1,48.0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0
465,0,0,29.319184461420658,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
466,0,0,38.0,0,0,7.05,0,1,0,1,0,0,0,0,1,0,0,0
467,0,1,31.069095449110424,0,0,0.0,2,1,0,1,0,0,0,0,1,0,0,0
468,0,2,56.0,0,0,26.55,0,1,0,1,0,0,0,0,1,0,0,0
469,0,0,31.485444938714817,0,0,7.725,0,1,0,1,0,0,0,0,0,0,1,0
470,1,0,0.75,2,1,19.2583,3,0,1,0,0,1,0,0,0,1,0,0
471,0,0,30.109574319386248,0,0,7.25,0,1,0,1,0,0,0,0,1,0,0,0
472,0,0,38.0,0,0,8.6625,0,1,0,1,0,0,0,0,1,0,0,0
473,1,1,33.0,1,2,27.75,2,0,1,0,1,0,0,0,1,0,0,0
474,1,1,23.0,0,0,13.7917,0,0,1,0,1,0,0,0,0,1,0,0
475,0,0,22.0,0,0,9.8375,0,0,1,0,0,1,0,0,1,0,0,0
476,0,2,42.30086129137946,0,0,52.0,1,1,0,1,0,0,0,0,1,0,0,0
477,0,1,34.0,1,0,21.0,1,1,0,1,0,0,0,0,1,0,0,0
478,0,0,29.0,1,0,7.0458,0,1,0,1,0,0,0,0,1,0,0,0
479,0,0,22.0,0,0,7.5208,0,1,0,1,0,0,0,0,1,0,0,0
480,1,0,2.0,0,1,12.2875,0,0,1,0,0,1,0,0,1,0,0,0
481,0,0,9.0,5,2,46.9,5,1,0,0,0,0,1,0,1,0,0,0
482,0,1,36.417525093831586,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0
483,0,0,50.0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
484,1,0,63.0,0,0,9.5875,0,0,1,0,1,0,0,0,1,0,0,0
485,1,2,25.0,1,0,91.0792,1,1,0,1,0,0,0,0,0,1,0,0
486,0,0,6.580950922401354,3,1,25.4667,3,0,1,0,0,1,0,0,1,0,0,0
487,1,2,35.0,1,0,90.0,1,0,1,0,1,0,0,0,1,0,0,0
488,0,2,58.0,0,0,29.7,0,1,0,1,0,0,0,0,0,1,0,0
489,0,0,30.0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
490,1,0,9.0,1,1,15.9,1,1,0,0,0,0,1,0,1,0,0,0
491,0,0,28.78826382557973,1,0,19.9667,0,1,0,1,0,0,0,0,1,0,0,0
492,0,0,21.0,0,0,7.25,0,1,0,1,0,0,0,0,1,0,0,0
493,0,2,55.0,0,0,30.5,0,1,0,1,0,0,0,0,1,0,0,0
494,0,2,71.0,0,0,49.5042,0,1,0,1,0,0,0,0,0,1,0,0
495,0,0,21.0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
496,0,0,23.37120630127466,0,0,14.4583,1,1,0,1,0,0,0,0,0,1,0,0
497,1,2,54.0,1,0,78.2667,1,0,1,0,0,1,0,0,0,1,0,0
498,0,0,30.154982947049593,0,0,15.1,0,1,0,1,0,0,0,0,1,0,0,0
499,0,2,25.0,1,2,100.2688,3,0,1,0,1,0,0,0,1,0,0,0
500,0,0,24.0,0,0,7.7958,0,1,0,1,0,0,0,0,1,0,0,0
501,0,0,17.0,0,0,8.6625,0,1,0,1,0,0,0,0,1,0,0,0
502,0,0,21.0,0,0,7.75,0,0,1,0,0,1,0,0,0,0,1,0
503,0,0,23.442908058955613,0,0,7.6292,0,0,1,0,0,1,0,0,0,0,1,0
504,0,0,37.0,0,0,9.5875,0,0,1,0,0,1,0,0,1,0,0,0
505,1,2,16.0,0,0,86.5,2,0,1,0,0,1,0,0,1,0,0,0
506,0,2,18.0,1,0,100.2688,1,1,0,1,0,0,0,0,0,1,0,0
507,1,1,33.0,0,2,26.0,1,0,1,0,1,0,0,0,1,0,0,0
508,1,2,42.65410957486014,0,0,26.55,0,1,0,1,0,0,0,0,1,0,0,0
509,0,0,28.0,0,0,22.525,0,1,0,1,0,0,0,0,1,0,0,0
510,1,0,26.0,0,0,56.4958,6,1,0,1,0,0,0,0,1,0,0,0
511,1,0,29.0,0,0,7.75,0,1,0,1,0,0,0,0,0,0,1,0
512,0,0,29.319184461420658,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
513,1,2,36.0,0,0,26.2875,0,1,0,1,0,0,0,0,1,0,0,0
514,1,2,54.0,1,0,59.4,0,0,1,0,1,0,0,0,0,1,0,0
515,0,0,24.0,0,0,7.4958,0,1,0,1,0,0,0,0,1,0,0,0
516,0,2,47.0,0,0,34.0208,0,1,0,1,0,0,0,0,1,0,0,0
517,1,1,34.0,0,0,10.5,0,0,1,0,1,0,0,0,1,0,0,0
518,0,0,36.44358352913157,0,0,24.15,2,1,0,1,0,0,0,0,0,0,1,0
519,1,1,36.0,1,0,26.0,0,0,1,0,1,0,0,0,1,0,0,0
520,0,0,32.0,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0
521,1,2,30.0,0,0,93.5,1,0,1,0,0,1,0,0,1,0,0,0
522,0,0,22.0,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0
523,0,0,31.18849169707783,0,0,7.225,0,1,0,1,0,0,0,0,0,1,0,0
524,1,2,44.0,0,1,57.9792,1,0,1,0,1,0,0,0,0,1,0,0
525,0,0,29.151163846232265,0,0,7.2292,0,1,0,1,0,0,0,0,0,1,0,0
526,0,0,40.5,0,0,7.75,0,1,0,1,0,0,0,0,0,0,1,0
527,1,1,50.0,0,0,10.5,0,0,1,0,0,1,0,0,1,0,0,0
528,0,2,39.442158469867216,0,0,100.2688,0,1,0,1,0,0,0,0,1,0,0,0
529,0,0,39.0,0,0,7.925,0,1,0,1,0,0,0,0,1,0,0,0
530,0,1,23.0,2,1,11.5,0,1,0,1,0,0,0,0,1,0,0,0
531,1,1,2.0,1,1,26.0,1,0,1,0,0,1,0,0,1,0,0,0
532,0,0,29.151163846232265,0,0,7.2292,0,1,0,1,0,0,0,0,0,1,0,0
533,0,0,17.0,1,1,7.2292,0,1,0,1,0,0,0,0,0,1,0,0
534,1,0,28.14616666666667,0,2,22.3583,1,0,1,0,1,0,0,0,0,1,0,0
535,0,0,30.0,0,0,8.6625,0,0,1,0,0,1,0,0,1,0,0,0
536,1,1,7.0,0,2,26.25,2,0,1,0,0,1,0,0,1,0,0,0
537,0,2,45.0,0,0,26.55,0,1,0,0,0,0,0,1,1,0,0,0
538,1,2,30.0,0,0,100.2688,1,0,1,0,0,1,0,0,0,1,0,0
539,0,0,29.85949139951159,0,0,14.5,0,1,0,1,0,0,0,0,1,0,0,0
540,1,2,22.0,0,2,49.5,0,0,1,0,0,1,0,0,0,1,0,0
541,1,2,36.0,0,2,71.0,1,0,1,0,0,1,0,0,1,0,0,0
542,0,0,9.0,4,2,31.275,6,0,1,0,0,1,0,0,1,0,0,0
543,0,0,11.0,4,2,31.275,6,0,1,0,0,1,0,0,1,0,0,0
544,1,1,32.0,1,0,26.0,1,1,0,1,0,0,0,0,1,0,0,0
545,0,2,50.0,1,0,100.2688,1,1,0,1,0,0,0,0,0,1,0,0
546,0,2,64.0,0,0,26.0,0,1,0,1,0,0,0,0,1,0,0,0
547,1,1,19.0,1,0,26.0,1,0,1,0,1,0,0,0,1,0,0,0
548,1,1,29.74255180633229,0,0,13.8625,0,1,0,1,0,0,0,0,0,1,0,0
549,0,0,33.0,1,1,20.525,2,1,0,1,0,0,0,0,1,0,0,0
550,1,1,8.0,1,1,36.75,1,1,0,0,0,0,1,0,1,0,0,0
551,1,2,17.0,0,2,100.2688,3,1,0,1,0,0,0,0,0,1,0,0
552,0,1,27.0,0,0,26.0,0,1,0,1,0,0,0,0,1,0,0,0
553,0,0,37.011443587148996,0,0,7.8292,0,1,0,1,0,0,0,0,0,0,1,0
554,1,0,22.0,0,0,7.225,0,1,0,1,0,0,0,0,0,1,0,0
555,1,0,22.0,0,0,7.775,0,0,1,0,0,1,0,0,1,0,0,0
556,0,2,62.0,0,0,26.55,0,1,0,1,0,0,0,0,1,0,0,0
557,1,2,48.0,1,0,39.6,0,0,1,0,0,0,0,1,0,1,0,0
558,0,2,30.175699210146583,0,0,100.2688,3,1,0,1,0,0,0,0,0,1,0,0
559,1,2,39.0,1,1,79.65,2,0,1,0,1,0,0,0,1,0,0,0
560,1,0,36.0,1,0,17.4,0,0,1,0,1,0,0,0,1,0,0,0
561,0,0,39.457867340588315,0,0,7.75,0,1,0,1,0,0,0,0,0,0,1,0
562,0,0,40.0,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0
563,0,1,28.0,0,0,13.5,0,1,0,1,0,0,0,0,1,0,0,0
564,0,0,29.319184461420658,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
565,0,0,24.378374670292693,0,0,8.05,0,0,1,0,0,1,0,0,1,0,0,0
566,0,0,24.0,2,0,24.15,1,1,0,1,0,0,0,0,1,0,0,0
567,0,0,19.0,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0
568,0,0,29.0,0,4,21.075,3,0,1,0,1,0,0,0,1,0,0,0
569,0,0,29.151163846232265,0,0,7.2292,0,1,0,1,0,0,0,0,0,1,0,0
570,1,0,32.0,0,0,7.8542,0,1,0,1,0,0,0,0,1,0,0,0
571,1,1,62.0,0,0,10.5,0,1,0,1,0,0,0,0,1,0,0,0
572,1,2,53.0,2,0,51.4792,0,0,1,0,1,0,0,0,1,0,0,0
573,1,2,36.0,0,0,26.3875,0,1,0,1,0,0,0,0,1,0,0,0
574,1,0,19.575816898771972,0,0,7.75,0,0,1,0,0,1,0,0,0,0,1,0
575,0,0,16.0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
576,0,0,19.0,0,0,14.5,1,1,0,1,0,0,0,0,1,0,0,0
577,1,1,34.0,0,0,13.0,0,0,1,0,0,1,0,0,1,0,0,0
578,1,2,39.0,1,0,55.9,1,0,1,0,1,0,0,0,1,0,0,0
579,0,0,32.205042815371755,1,0,14.4583,0,0,1,0,1,0,0,0,0,1,0,0
580,1,0,32.0,0,0,7.925,0,1,0,1,0,0,0,0,1,0,0,0
581,1,1,25.0,1,1,30.0,0,0,1,0,0,1,0,0,1,0,0,0
582,1,2,39.0,1,1,100.2688,3,0,1,0,1,0,0,0,0,1,0,0
583,0,1,54.0,0,0,26.0,1,1,0,1,0,0,0,0,1,0,0,0
584,0,2,36.0,0,0,40.125,0,1,0,1,0,0,0,0,0,1,0,0
585,0,0,30.014113614239207,0,0,8.7125,0,1,0,1,0,0,0,0,0,1,0,0
586,1,2,18.0,0,2,79.65,2,0,1,0,0,1,0,0,1,0,0,0
587,0,1,47.0,0,0,15.0,0,1,0,1,0,0,0,0,1,0,0,0
588,1,2,60.0,1,1,79.2,0,1,0,1,0,0,0,0,0,1,0,0
589,0,0,22.0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
590,0,0,29.319184461420658,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
591,0,0,35.0,0,0,7.125,0,1,0,1,0,0,0,0,1,0,0,0
592,1,2,52.0,1,0,78.2667,1,0,1,0,1,0,0,0,0,1,0,0
593,0,0,47.0,0,0,7.25,0,1,0,1,0,0,0,0,1,0,0,0
594,0,0,13.812875404945455,0,2,7.75,0,0,1,0,0,1,0,0,0,0,1,0
595,0,1,37.0,1,0,26.0,0,1,0,1,0,0,0,0,1,0,0,0
596,0,0,36.0,1,1,24.15,2,1,0,1,0,0,0,0,1,0,0,0
597,1,1,20.712497405372407,0,0,33.0,2,0,1,0,0,1,0,0,1,0,0,0
598,0,0,49.0,0,0,0.0,3,1,0,1,0,0,0,0,1,0,0,0
599,0,0,31.18849169707783,0,0,7.225,0,1,0,1,0,0,0,0,0,1,0,0
600,1,2,49.0,1,0,56.9292,1,1,0,0,0,0,0,1,0,1,0,0
601,1,1,24.0,2,1,27.0,1,0,1,0,1,0,0,0,1,0,0,0
602,0,0,28.51748443358752,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0
603,0,2,45.19365913687852,0,0,42.4,0,1,0,1,0,0,0,0,1,0,0,0
604,0,0,44.0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
605,1,2,35.0,0,0,26.55,0,1,0,1,0,0,0,0,0,1,0,0
606,0,0,36.0,1,0,15.55,0,1,0,1,0,0,0,0,1,0,0,0
607,0,0,30.0,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0
608,1,2,27.0,0,0,30.5,0,1,0,1,0,0,0,0,1,0,0,0
609,1,1,22.0,1,2,41.5792,2,0,1,0,1,0,0,0,0,1,0,0
610,1,2,40.0,0,0,100.2688,2,0,1,0,0,1,0,0,1,0,0,0
611,0,0,39.0,1,5,31.275,6,0,1,0,1,0,0,0,1,0,0,0
612,0,0,30.25427619629806,0,0,7.05,0,1,0,1,0,0,0,0,1,0,0,0
613,1,0,17.47584415584415,1,0,15.5,1,0,1,0,0,1,0,0,0,0,1,0
614,0,0,39.457867340588315,0,0,7.75,0,1,0,1,0,0,0,0,0,0,1,0
615,0,0,35.0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0
616,1,1,24.0,1,2,65.0,1,0,1,0,0,1,0,0,1,0,0,0
617,0,0,34.0,1,1,14.4,1,1,0,1,0,0,0,0,1,0,0,0
618,0,0,26.0,1,0,16.1,1,0,1,0,1,0,0,0,1,0,0,0
619,1,1,4.0,2,1,39.0,1,0,1,0,0,1,0,0,1,0,0,0
620,0,1,26.0,0,0,10.5,0,1,0,1,0,0,0,0,1,0,0,0
621,0,0,27.0,1,0,14.4542,1,1,0,1,0,0,0,0,0,1,0,0
622,1,2,42.0,1,0,52.5542,0,1,0,1,0,0,0,0,1,0,0,0
623,1,0,20.0,1,1,15.7417,1,1,0,1,0,0,0,0,0,1,0,0
624,0,0,21.0,0,0,7.8542,0,1,0,1,0,0,0,0,1,0,0,0
625,0,0,21.0,0,0,16.1,1,1,0,1,0,0,0,0,1,0,0,0
626,0,2,61.0,0,0,32.3208,0,1,0,1,0,0,0,0,1,0,0,0
627,0,1,57.0,0,0,12.35,0,1,0,0,0,0,0,1,0,0,1,0
628,1,2,21.0,0,0,77.9583,2,0,1,0,0,1,0,0,1,0,0,0
629,0,0,26.0,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0
630,0,0,31.485444938714817,0,0,7.7333,0,1,0,1,0,0,0,0,0,0,1,0
631,1,2,80.0,0,0,30.0,0,1,0,1,0,0,0,0,1,0,0,0
632,0,0,51.0,0,0,7.0542,0,1,0,1,0,0,0,0,1,0,0,0
633,1,2,32.0,0,0,30.5,0,1,0,0,0,0,0,1,0,1,0,0
634,0,2,41.21917286394607,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0
635,0,0,9.0,3,2,27.9,5,0,1,0,0,1,0,0,1,0,0,0
636,1,1,28.0,0,0,13.0,0,0,1,0,0,1,0,0,1,0,0,0
637,0,0,32.0,0,0,7.925,0,1,0,1,0,0,0,0,1,0,0,0
638,0,1,31.0,1,1,26.25,2,1,0,1,0,0,0,0,1,0,0,0
639,0,0,41.0,0,5,39.6875,5,0,1,0,1,0,0,0,1,0,0,0
640,0,0,27.46868899961203,1,0,16.1,1,1,0,1,0,0,0,0,1,0,0,0
